Parameter,bsUpdate,FactoryDefault,DataType,Access,SourceFile
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.disableAC3,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.disableAC4,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.disableATMOS,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.disableEC3,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.enableCMCD,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.enableLiveLatencyCorrection,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.enableLowLatencyCorrection,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.enableLowLatencyDash,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.enablePTSReStamp,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.enableVideoEndEvent,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.info,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.liveOffset,,,unsignedLong,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.liveOffset4K,,,string,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.manifestTimeout,,,unsignedLong,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.maxBitrate,,,unsignedLong,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.maxInitFragCachePerTrack,,,int,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.minBitrate,,,unsignedLong,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.networkTimeout,,,unsignedLong,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.persistBitrateOverSeek,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.playlistTimeout,,,unsignedLong,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.preferredDrm,,,int,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.rateCorrectionDelay,,,unsignedLong,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.sharedSSL,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.stereoOnly,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.supportTLS,,,unsignedLong,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.tsbInterruptHandling,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.useSecManager,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.aamp.useWesterosSink,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.apps.watchdogmode,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.fog.ZeroDrmHost,,,string,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.recorder.LongpollUrl,,,string,readWrite,data-model-stb.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.recorder.Status,,,string,readWrite,data-model-stb.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.recorder.UpdateSchedule,,,string,readWrite,data-model-stb.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.vodclient.StunnelConnect,,,string,readWrite,data-model-stb.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_Reset,,,string,readWrite,data-model-stb.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_Reset,,,string,readWrite,data-model-tv.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_Syndication.PartnerId,,,string,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_XRPolling.Action,,,string,readWrite,data-model-tv.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xAccount.HotelCheckout.LastResetTime,,,unsignedLong,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xAccount.HotelCheckout.Status,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.BLE.Tile.Cmd.Request,,,string,readWrite,data-model-tv.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.ConnectedDevice.{i}.Active,,,int,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.ConnectedDevice.{i}.DeviceID,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.ConnectedDevice.{i}.DeviceType,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.ConnectedDevice.{i}.Name,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.ConnectedDeviceCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.DeviceInfo.DeviceID,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.DeviceInfo.MAC,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.DeviceInfo.Manufacturer,,,int,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.DeviceInfo.Profile,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.DeviceInfo.RSSI,,,int,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.DeviceInfo.SignalStrength,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.DiscoveredDevice.{i}.DeviceID,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.DiscoveredDevice.{i}.DeviceType,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.DiscoveredDevice.{i}.Name,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.DiscoveredDevice.{i}.Paired,,,boolean,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.DiscoveredDeviceCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.DiscoveryEnabled,,,boolean,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.Enabled,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.GetDeviceInfo,,,string,,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.LimitBeaconDetection,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.PairedDevice.{i}.Connected,,,boolean,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.PairedDevice.{i}.DeviceID,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.PairedDevice.{i}.DeviceType,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.PairedDevice.{i}.Name,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xBlueTooth.PairedDeviceCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xOpsDeviceMgmt.ForwardSSH.Enable,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xOpsDeviceMgmt.Logging.xOpsDMLogsUploadStatus,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xOpsDeviceMgmt.Logging.xOpsDMUploadLogsNow,,,boolean,writeOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xOpsDeviceMgmt.RPC.DeviceManageableNotification,,,string,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xOpsDeviceMgmt.RPC.FirmwareDownloadCompletedNotification,,,boolean,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xOpsDeviceMgmt.RPC.FirmwareDownloadStartedNotification,,,string,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xOpsDeviceMgmt.RPC.RebootNow,,,boolean,writeOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xOpsDeviceMgmt.RPC.RebootPendingNotification,,,unsignedInt,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xOpsDeviceMgmt.ReverseSSH.xOpsReverseSshArgs,,,string,readWrite,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xOpsDeviceMgmt.ReverseSSH.xOpsReverseSshStatus,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xOpsDeviceMgmt.ReverseSSH.xOpsReverseSshTrigger,,,string,writeOnly,data-model-generic.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xOpsDeviceMgmt.hwHealthTest.ExecuteTest,,,int,writeOnly,data-model-stb.xml
Device.DeviceInfo.X_RDKCENTRAL-COM_xOpsDeviceMgmt.hwHealthTest.Results,,,string,readOnly,data-model-stb.xml
Device.DeviceInfo.X_RDK_FirmwareName,,,string,readOnly,data-model-generic.xml
Device.DeviceInfo.X_RDK_RDKProfileName,,RDKV,string,readWrite,data-model-generic.xml
Device.Ethernet.Interface.{i}.Alias,,,string,readWrite,data-model-generic.xml
Device.Ethernet.Interface.{i}.DuplexMode,,,string,readWrite,data-model-generic.xml
Device.Ethernet.Interface.{i}.Enable,,,boolean,readWrite,data-model-generic.xml
Device.Ethernet.Interface.{i}.LastChange,,,unsignedInt,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.LowerLayers,,,string,readWrite,data-model-generic.xml
Device.Ethernet.Interface.{i}.MACAddress,,,string,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.MaxBitRate,,,int,readWrite,data-model-generic.xml
Device.Ethernet.Interface.{i}.Name,,,string,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Stats.BroadcastPacketsReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Stats.BroadcastPacketsSent,,,unsignedLong,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Stats.BytesReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Stats.BytesSent,,,unsignedLong,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Stats.DiscardPacketsReceived,,,unsignedInt,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Stats.DiscardPacketsSent,,,unsignedInt,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Stats.ErrorsReceived,,,unsignedInt,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Stats.ErrorsSent,,,unsignedInt,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Stats.MulticastPacketsReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Stats.MulticastPacketsSent,,,unsignedLong,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Stats.PacketsReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Stats.PacketsSent,,,unsignedLong,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Stats.UnicastPacketsReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Stats.UnicastPacketsSent,,,unsignedLong,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Stats.UnknownProtoPacketsReceived,,,unsignedInt,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Status,,,string,readOnly,data-model-generic.xml
Device.Ethernet.Interface.{i}.Upstream,,,boolean,readOnly,data-model-generic.xml
Device.Ethernet.InterfaceNumberOfEntries,,,unsignedInt,readOnly,data-model-generic.xml
Device.Ethernet.Link.{i}.Enable,,0,boolean,readWrite,data-model-generic.xml
Device.Ethernet.Link.{i}.LowerLayers,,,string,readWrite,data-model-generic.xml
Device.Ethernet.Link.{i}.MACAddress,,,string,readOnly,data-model-generic.xml
Device.Ethernet.Link.{i}.Name,,,string,readOnly,data-model-generic.xml
Device.Ethernet.Link.{i}.Status,,Down,string,readOnly,data-model-generic.xml
Device.Ethernet.LinkNumberOfEntries,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.ActivePort.{i}.LocalIPAddress,,,string,readOnly,data-model-generic.xml
Device.IP.ActivePort.{i}.LocalPort,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.ActivePort.{i}.RemoteIPAddress,,,string,readOnly,data-model-generic.xml
Device.IP.ActivePort.{i}.RemotePort,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.ActivePort.{i}.Status,,,string,readOnly,data-model-generic.xml
Device.IP.ActivePortNumberOfEntries,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.DownloadDiagnostics.BOMTime,,,dateTime,readOnly,data-model-generic.xml
Device.IP.Diagnostics.DownloadDiagnostics.DSCP,,,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.DownloadDiagnostics.DiagnosticsState,,None,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.DownloadDiagnostics.DownloadTransports,,"HTTP,FTP",string,readOnly,data-model-generic.xml
Device.IP.Diagnostics.DownloadDiagnostics.DownloadURL,,,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.DownloadDiagnostics.EOMTime,,,dateTime,readOnly,data-model-generic.xml
Device.IP.Diagnostics.DownloadDiagnostics.EthernetPriority,,,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.DownloadDiagnostics.Interface,,,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.DownloadDiagnostics.ROMTime,,,dateTime,readOnly,data-model-generic.xml
Device.IP.Diagnostics.DownloadDiagnostics.TCPOpenRequestTime,,,dateTime,readOnly,data-model-generic.xml
Device.IP.Diagnostics.DownloadDiagnostics.TCPOpenResponseTime,,,dateTime,readOnly,data-model-generic.xml
Device.IP.Diagnostics.DownloadDiagnostics.TestBytesReceived,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.DownloadDiagnostics.TotalBytesReceived,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.IPPing.AverageResponseTime,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.IPPing.DSCP,,,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.IPPing.DataBlockSize,,,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.IPPing.DiagnosticsState,,None,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.IPPing.FailureCount,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.IPPing.Host,,,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.IPPing.Interface,,,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.IPPing.MaximumResponseTime,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.IPPing.MinimumResponseTime,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.IPPing.NumberOfRepetitions,,,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.IPPing.SuccessCount,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.IPPing.Timeout,,,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.TraceRoute.DSCP,,,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.TraceRoute.DataBlockSize,,,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.TraceRoute.DiagnosticsState,,,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.TraceRoute.Host,,,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.TraceRoute.Interface,,,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.TraceRoute.MaxHopCount,,,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.TraceRoute.NumberOfTries,,,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.TraceRoute.ResponseTime,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.TraceRoute.RouteHops.{i}.ErrorCode,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.TraceRoute.RouteHops.{i}.Host,,,string,readOnly,data-model-generic.xml
Device.IP.Diagnostics.TraceRoute.RouteHops.{i}.HostAddress,,,string,readOnly,data-model-generic.xml
Device.IP.Diagnostics.TraceRoute.RouteHops.{i}.RTTimes,,,string,readOnly,data-model-generic.xml
Device.IP.Diagnostics.TraceRoute.RouteHopsNumberOfEntries,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.TraceRoute.Timeout,,,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.UDPEchoConfig.BytesReceived,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.UDPEchoConfig.BytesResponded,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.UDPEchoConfig.EchoPlusEnabled,,0,boolean,readWrite,data-model-generic.xml
Device.IP.Diagnostics.UDPEchoConfig.EchoPlusSupported,,1,boolean,readOnly,data-model-generic.xml
Device.IP.Diagnostics.UDPEchoConfig.Enable,,0,boolean,readWrite,data-model-generic.xml
Device.IP.Diagnostics.UDPEchoConfig.Interface,,,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.UDPEchoConfig.PacketsReceived,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.UDPEchoConfig.PacketsResponded,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.UDPEchoConfig.SourceIPAddress,,,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.UDPEchoConfig.TimeFirstPacketReceived,,,dateTime,readOnly,data-model-generic.xml
Device.IP.Diagnostics.UDPEchoConfig.TimeLastPacketReceived,,,dateTime,readOnly,data-model-generic.xml
Device.IP.Diagnostics.UDPEchoConfig.UDPPort,,,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.UploadDiagnostics.BOMTime,,,dateTime,readOnly,data-model-generic.xml
Device.IP.Diagnostics.UploadDiagnostics.DSCP,,0,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.UploadDiagnostics.DiagnosticsState,,None,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.UploadDiagnostics.EOMTime,,,dateTime,readOnly,data-model-generic.xml
Device.IP.Diagnostics.UploadDiagnostics.EthernetPriority,,0,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.UploadDiagnostics.Interface,,,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.UploadDiagnostics.ROMTime,,,dateTime,readOnly,data-model-generic.xml
Device.IP.Diagnostics.UploadDiagnostics.TCPOpenRequestTime,,,dateTime,readOnly,data-model-generic.xml
Device.IP.Diagnostics.UploadDiagnostics.TCPOpenResponseTime,,,dateTime,readOnly,data-model-generic.xml
Device.IP.Diagnostics.UploadDiagnostics.TestFileLength,,,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.UploadDiagnostics.TotalBytesSent,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Diagnostics.UploadDiagnostics.UploadTransports,,"HTTP,FTP",string,readOnly,data-model-generic.xml
Device.IP.Diagnostics.UploadDiagnostics.UploadURL,,,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.X_RDKCENTRAL-COM_SpeedTest.Argument,,,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.X_RDKCENTRAL-COM_SpeedTest.Authentication,,,string,readWrite,data-model-generic.xml
Device.IP.Diagnostics.X_RDKCENTRAL-COM_SpeedTest.ClientType,,,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Diagnostics.X_RDKCENTRAL-COM_SpeedTest.Enable,,,boolean,readWrite,data-model-generic.xml
Device.IP.Diagnostics.X_RDKCENTRAL-COM_SpeedTest.Enable_Speedtest,,,boolean,readWrite,data-model-generic.xml
Device.IP.Diagnostics.X_RDKCENTRAL-COM_SpeedTest.Run,,,boolean,readWrite,data-model-generic.xml
Device.IP.Diagnostics.X_RDKCENTRAL-COM_SpeedTest.Status,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.IPv4Capable,,,boolean,readOnly,data-model-generic.xml
Device.IP.IPv4Enable,,,boolean,readWrite,data-model-generic.xml
Device.IP.IPv4Status,,,string,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Alias,,,string,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.AutoIPEnable,,,boolean,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.Enable,,,boolean,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv4Address.{i}.AddressingType,,,string,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.IPv4Address.{i}.Alias,,,string,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv4Address.{i}.Enable,,,boolean,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv4Address.{i}.IPAddress,,,string,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv4Address.{i}.Status,,,string,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.IPv4Address.{i}.SubnetMask,,,string,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv4AddressNumberOfEntries,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.IPv4Enable,,,boolean,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Address.{i}.Alias,,,string,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Address.{i}.Anycast,,,boolean,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Address.{i}.Enable,,,boolean,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Address.{i}.IPAddress,,,string,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Address.{i}.IPAddressStatus,,,string,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Address.{i}.Origin,,,string,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Address.{i}.PreferredLifetime,,,dateTime,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Address.{i}.Prefix,,,string,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Address.{i}.Status,,,string,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Address.{i}.ValidLifetime,,,dateTime,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6AddressNumberOfEntries,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Enable,,,boolean,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Prefix.{i}.Alias,,,string,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Prefix.{i}.Autonomous,,,boolean,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Prefix.{i}.ChildPrefixBits,,,string,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Prefix.{i}.Enable,,,boolean,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Prefix.{i}.OnLink,,,boolean,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Prefix.{i}.Origin,,,string,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Prefix.{i}.ParentPrefix,,,string,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Prefix.{i}.PreferredLifetime,,,dateTime,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Prefix.{i}.Prefix,,,string,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Prefix.{i}.PrefixStatus,,,string,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Prefix.{i}.StaticType,,,string,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Prefix.{i}.Status,,,string,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.IPv6Prefix.{i}.ValidLifetime,,,dateTime,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.IPv6PrefixNumberOfEntries,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.LastChange,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Loopback,,,boolean,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.LowerLayers,,,string,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.MaxMTUSize,,,unsignedInt,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.Name,,,string,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Reset,,,boolean,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.Router,,,string,readWrite,data-model-generic.xml
Device.IP.Interface.{i}.Stats.BroadcastPacketsReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Stats.BroadcastPacketsSent,,,unsignedLong,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Stats.BytesReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Stats.BytesSent,,,unsignedLong,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Stats.DiscardPacketsReceived,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Stats.DiscardPacketsSent,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Stats.ErrorsReceived,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Stats.ErrorsSent,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Stats.MulticastPacketsReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Stats.MulticastPacketsSent,,,unsignedLong,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Stats.PacketsReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Stats.PacketsSent,,,unsignedLong,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Stats.UnicastPacketsReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Stats.UnicastPacketsSent,,,unsignedLong,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Stats.UnknownProtoPacketsReceived,,,unsignedInt,readOnly,data-model-generic.xml
